gene_id	ID	log2FC	AveExpr	t_stat	P.Value	adj.P.Val	B_stat
15764	CDH1	6.6096413693104115	3.344340972566457	200.30884764444494	3.525896409553988e-28	1.4466014990081733e-25	54.854729655289944
15217	ROBO2	-4.123032385159645	2.0697761353684285	-199.4205702053913	3.7806084488258096e-28	1.5158521421405667e-25	54.79058228580065
11254	COLGALT2	-4.159717104332461	2.124097055675273	-197.94229886007767	4.248876063320309e-28	1.6657482557577087e-25	54.68302072074893
3508	KRT17	8.58902015599314	4.532213701109298	195.46700123569002	5.176581244377076e-28	1.9853314415934867e-25	54.50061967530971
12589	NLRP2	-3.5246896658568594	1.7638120716384795	-194.62720052061093	5.5384578505672e-28	2.078924965951203e-25	54.43807322058355
15214	ROBO1	-4.616181826075846	3.0265106352989264	-192.5420115351165	6.5584906108219565e-28	2.4105185699191867e-25	54.281295437158505
13066	CPA4	4.741378954089891	2.3741993100764884	189.44097954521976	8.46188518071881e-28	3.0466240481273725e-25	54.04416592296994
10756	ANXA6	-4.654730127424971	2.3423405165683286	-187.88956468452324	9.627465455556062e-28	3.3969549113384007e-25	53.92370861670305
4364	THBS1	6.066882544405549	3.4758910138294925	186.53076304136664	1.078896559750494e-27	3.732135903356513e-25	53.81718701600522
16447	NR2F1	-5.891133342969173	4.352509170012404	-186.2237036438066	1.107154743016224e-27	3.756235380056197e-25	53.79298215997265
7447	MYEF2	-4.355230068151716	2.182882171423028	-185.66433803770724	1.1606753864957726e-27	3.8635160695393247e-25	53.748761267264214
7271	MMP3	-6.414985730075157	3.207492865037579	-185.03429855106359	1.224271312119544e-27	3.9997397200764807e-25	53.69875544213399
14005	ADRB2	4.843818852426763	2.4219094262133796	184.74405318041053	1.2548062834872553e-27	4.0249622642331194e-25	53.67564800244418
923	GOLGA8M	-5.2309420235388435	2.681013535865589	-183.66707668560596	1.3753823619787878e-27	4.332945648219602e-25	53.58951290740717
