gene_symbol	log2FC_A2780	SE_A2780	pval_A2780	padj_A2780	log2FC_PEO1	SE_PEO1	pval_PEO1	padj_PEO1	log2FC_UWB_BRCAdef	SE_UWB_BRCAdef	pval_UWB_BRCAdef	padj_UWB_BRCAdef
CAV1	5.049130094406578	0.07337825794654985	6.658531410152789e-21	1.7428755361708528e-19	0.06751975658456644	0.1627908788118397	0.6919119209652813	0.7949932198486045	0.4377590313115575	0.08468468576854292	1.6963843332243964e-7	1.1226979950794188e-6
CAV2	6.7844925212171185	0.060205659778009395	2.9286958146055646e-24	2.3355921805110927e-22	0.4387402337221924	0.1679806702080504	0.03785538737667796	0.09860760448729564	0.22390465009431004	0.14264010546945782	0.09898722956812855	0.16738851741576796
CAV3	0.01084202533555281	0.016276913502983128	0.5150173389725174	0.5635387889445608	-0.01976501644098144	0.06255919633887418	0.7621363103378694	0.8467488094095341	NA	NA	NA	NA
CAVIN1	NA	NA	NA	NA	NA	NA	NA	NA	-0.33263118531920255	0.11679974014302869	0.00356156190067764	0.0093095469053785
CAVIN2	NA	NA	NA	NA	NA	NA	NA	NA	-0.02925561021900251	0.11066028458568658	0.7853786176066433	0.8504736490092141
CAVIN3	NA	NA	NA	NA	NA	NA	NA	NA	-0.03699187478984451	0.31012184739248483	0.88534530927523	0.9221070522209144
CAVIN4	NA	NA	NA	NA	NA	NA	NA	NA	0.03567364201282218	0.4625172564421086	0.9013679389197152	0.9340711718731052
CBARP	-0.8712879297574614	0.08903568253084176	4.4056530755469716e-8	9.748467522739204e-8	NA	NA	NA	NA	2.4188268649403186	0.8505105758882555	2.592189769444519e-4	8.893676955577732e-4
CBFA2T2	-0.03765300826149476	0.023853595061656897	0.1343836608967834	0.164193957028953	-0.12517920779213476	0.11783106705797713	0.3266465328291758	0.4724479237179162	-0.0992660911475932	0.1190787696510038	0.39348336271370254	0.5131051898021222
CBFA2T3	-2.3552011151974073	0.0500733808557853	2.542873327581688e-18	3.3629213826983614e-17	NA	NA	NA	NA	NA	NA	NA	NA
CBFB	0.5649272663931839	0.03682918675261133	7.246042938589353e-11	2.2478405050570312e-10	-0.10448582017222607	0.5017203877777784	0.841524656031851	0.8999287092974908	-0.2435856484631	0.12705492840581278	0.0489567715719528	0.0918130108607962
CBL	-1.0598151511660543	0.04462088873542542	9.962178704377197e-14	4.817783900839432e-13	-0.06684503535466702	0.06481411648037025	0.33991093976089615	0.4857125314929601	-0.2089019162616965	0.09350526783692709	0.02333759482375387	0.04821390734356671
CBLB	4.882028332691135e-4	0.05422679633435436	0.992930166124222	0.9939442800024696	0.10177114178193658	0.12700535798485718	0.45177361381285064	0.5950451506562874	0.04381102178256772	0.17822812429329127	0.7973319295278969	0.8594930689373721
CBLC	4.813858114393133	0.05267054408847783	7.80864100776804e-23	3.743479474430537e-21	-0.6215632617490217	0.11981256230518651	0.00169470206546097	0.01214184094980699	-0.02367514736287791	0.29141279276027493	0.9228727140477132	0.949503958474647
CBLL1	-0.39590863697282863	0.04593605513031544	2.4065937944003955e-7	4.940896976703338e-7	0.18945975401095705	0.1233521016394707	0.17257578013207803	0.29979013822363676	0.04904183722696347	0.11768801355545312	0.6723607847719655	0.7633126135671868
CBLN1	-0.19762803055008552	0.0447186258697446	4.483543596568132e-4	6.875156551990872e-4	-1.6277804399241742	0.12429267111593265	7.592385508564724e-6	6.186357679935857e-4	0.4148139335709137	0.8134155548610432	0.00611305279599921	0.0149408966837882
CBLN2	-0.2791707986117884	0.038961194751763226	2.5048828712830117e-6	4.664957628541633e-6	NA	NA	NA	NA	NA	NA	NA	NA
CBLN3	-1.3290989819243175	0.058012575927022546	1.7284454219049928e-13	8.030875463062389e-13	0.19834377006393256	0.11993439825713931	0.1463372633351729	0.2661017755276418	0.0722284812184161	0.5127266504113324	0.7714282444516625	0.8403086423660256
CBR1	6.162732165809397	0.06477651250310512	4.162840874339831e-23	2.218756456347532e-21	NA	NA	NA	NA	0.05603379725143124	0.137207700182801	0.6757691357218	0.7658488532559273
CBR3	2.079986388643856	0.07681153446722241	1.332079211234538e-14	7.554015250594573e-14	0.09854216724097986	0.2004238609418294	0.6394235436143307	0.7545430277171875	0.38097440101971813	0.4519972206414401	0.22832254881825256	0.3321514724589808
CBR3-AS1	NA	NA	NA	NA	NA	NA	NA	NA	0.3316150484942086	0.5858792544689077	0.2470102250718785	0.35356232673297144
CBR4	-1.1647727771011311	0.06990170743202187	2.1208293948405958e-11	7.09840109728283e-11	0.8478636136989715	0.16360516524170307	0.00170410669179501	0.01217321360039068	0.1707634941852367	0.14018345824726708	0.20967060214877084	0.309688049903988
CBS	-3.070521290280774	0.07022928836610443	7.940930414219922e-18	9.333370710704055e-17	0.10556551116005508	0.11372066693742583	0.3870530046556928	0.5330770604662068	0.8124109124304281	0.1799967538854808	2.2384057966900116e-6	1.195343825649678e-5
CBWD1	0.4372103963344687	0.05472243660380146	6.419424667131286e-7	1.265521175299253e-6	-0.24659497102290984	0.11511215126114252	0.07322870114109914	0.1595473131092589	-0.653989339936058	0.22048098535089092	0.00136295233265359	0.0039659657762956
CBWD2	0.5523883958310996	0.031036620041832684	7.917012941680653e-12	2.812564283470199e-11	-0.46743590493785314	0.10970285634622952	0.00463108391071529	0.0233367242223726	-0.17138114145740857	0.15624568489873902	0.2537449683064289	0.3617558914230896
CBWD3	-0.11562072811464508	0.19876879946138934	0.5690379934793159	0.6143730038231433	0.0922493432048368	0.12715121401142226	0.4939004331389225	0.6333242328407122	-0.26062928033079974	0.4649164000125359	0.38829757199308607	0.5077388134365733
CBWD5	-0.5090720556736357	0.12254122497571847	7.747712134121081e-4	0.00116436781216597	0.2643996070154957	0.1508427688941329	0.12726362498523588	0.24010275267305495	-0.0967418019027983	0.18906017831085303	0.5869030905874193	0.6913680419864745
CBWD6	-0.1029607262120602	0.07154308554692929	0.169749389600387	0.20440370837007896	0.06534434608524275	0.11339276037243068	0.5841932714926683	0.7103700985194977	-0.29491535916228667	0.25351066959871577	0.19428053046831711	0.2909653490469907
CBWD7	NA	NA	NA	NA	0.00467293153398057	0.06966739755048985	0.9485765052836114	0.9686223362323624	NA	NA	NA	NA
CBX1	-0.32671304420336966	0.019207962733823306	1.5603642605232498e-11	5.334873310882011e-11	0.6055223385210455	0.06800110887021399	7.918791682367595e-5	0.00210331125192091	0.1073495087654147	0.09434589895920452	0.24957232125181003	0.35667512529522744
CBX2	-0.6285410021729159	0.06651227478369483	7.070851573699978e-8	1.530225263287721e-7	0.44742087256650986	0.213741558875617	0.07849611587870277	0.1678398261756997	1.0133503671603037	0.2439820844228541	7.706620740611262e-6	3.692195525927379e-5
CBX3	-0.29315489114346427	0.04487854712512803	7.581484750138448e-6	1.3537707890884868e-5	0.03644977153531403	0.11071166955563928	0.7525293383791432	0.8406146591310806	-0.3544482849583749	0.09854515497623728	2.551170925076114e-4	8.772172082445373e-4
CBX3P2	NA	NA	NA	NA	NA	NA	NA	NA	-0.16238146769710873	0.4060321632307078	0.5786391095537966	0.6842078524390741
CBX4	-2.290946143635847	0.0996544570091399	1.640624578869539e-13	7.659142318183753e-13	0.4554263855171343	0.13554311541662076	0.0138960589294138	0.04854516983506728	0.16157900259690128	0.2328505556528959	0.4491445808900951	0.5681005169384967
CBX5	0.1234627873160994	0.04061239665787552	0.0079332726168524	0.0109737176969194	0.3012039326519411	0.07446692221267133	0.00596042102447766	0.02732243436850407	-0.7705322919277431	0.09006046553828036	4.539976436219078e-18	1.2826662667816067e-16
CBX6	-1.33295520638696	0.06563079192946787	1.0809932601772236e-12	4.4125134419358115e-12	-0.26601841776232105	0.31513777000759646	0.4291261382676949	0.5727947765488067	0.5757463117782732	0.16821277195873882	3.939757600013078e-4	0.00129797284486521
CBX7	0.3834017073710476	0.0720249486435075	7.310993331378645e-5	1.202003638227679e-4	0.03885880444132883	0.08853407200024256	0.6752103576657608	0.7824872594153581	0.8076457679559379	0.2061017351458388	3.0742624629679365e-5	1.3111268684025653e-4
CBX8	-2.888221372276791	0.06061470643158459	2.0772725871313094e-18	2.8255391659345076e-17	0.1606091208099687	0.12105839009269773	0.23014605922553968	0.3668528675452688	1.089012255635931	0.3042068665576307	6.901979629328031e-5	2.723897759915339e-4
CBY1	-0.0153299466455028	0.055307181887437405	0.7852596284252441	0.8113353068625567	0.4265026626025379	0.09313066446734185	0.00323285612091277	0.01846586638919231	0.05784914704871177	0.13960519723158968	0.6708643920245612	0.7621112980090312
CBY3	0.1758120629558581	0.07365053517965739	0.02993184006748049	0.03929584182694529	0.02701453450653479	0.06796194563391747	0.703971356798571	0.8046952644357602	0.21801878774928757	0.543118789025173	0.4107371517725169	0.5302588171843808
CC2D1A	-0.3619463052947012	0.0656766380449502	5.075743027420422e-5	8.470935435602222e-5	0.07222009733668688	0.09128947406232192	0.45729281378196385	0.5997223542010103	1.2366375544970845	0.22049191531717224	3.603272136398926e-9	3.2062771733323476e-8
CC2D1B	-0.08956485975569528	0.05062252321478219	0.0962666250986548	0.1198374117972388	-0.02792411602388211	0.0864640088871364	0.7570593435570411	0.8432414857899067	-0.16284260950666488	0.14480149103887227	0.24430332075621025	0.35045693121402277
CC2D2A	1.6470341189815494	0.05165887048967924	1.0712443311631054e-15	7.698123214003873e-15	-0.774390617683552	0.0743371191034986	3.082842506309073e-5	0.00124367763659721	-2.692245611446415	0.2156863385089676	7.582025058995607e-37	8.184403877475809e-35
CC2D2B	0.093818207576865	0.03481110474627786	0.01612906981039288	0.02169315007966388	NA	NA	NA	NA	0.15388801389991602	0.5189389198895134	0.5561822941043872	0.6638826307604193
CCAR1	-1.39822288920538	0.07518784224237937	4.0938928718818535e-12	1.519235549973489e-11	0.1454669852088717	0.07686941947081703	0.10442395024585324	0.2072791812178722	-0.17630451150478568	0.09504448947093838	0.05878498155942383	0.10732561896280202
CCAR2	0.5319496631602769	0.05424865329081516	4.2852377514107954e-8	9.501088904158509e-8	-0.11147658751801082	0.17204123030812235	0.539629702287783	0.6742436054275219	0.5377672655748631	0.13551804718751276	4.3089569175477895e-5	1.7804591782855862e-4
CCAT1	NA	NA	NA	NA	NA	NA	NA	NA	-1.1684502625491768	0.13720239898567932	3.334940535213274e-18	9.560162867611388e-17
CCBE1	2.248766227867139	0.029329138031828312	1.2235546576107463e-21	4.049897048699585e-20	0.18870335241669167	0.2674589531708087	0.5054241590216298	0.6441680375730362	-0.886495865128067	0.227970220253819	2.9659557660167876e-5	1.2697795308997471e-4
CCBL1	NA	NA	NA	NA	0.4795877758840083	0.12619004651030588	0.00799566215904885	0.03302440710837025	NA	NA	NA	NA
CCBL2	NA	NA	NA	NA	-0.06438871060327855	0.08668582610052293	0.48407427053623386	0.6248022936874575	NA	NA	NA	NA
CCDC101	NA	NA	NA	NA	0.1432496171348383	0.13813381673626882	0.33744195399302723	0.4834310209620102	NA	NA	NA	NA
CCDC102A	0.10906923898582031	0.09066851770794339	0.2468253973992194	0.2894890081715881	-0.12698101400610784	0.10475198578334326	0.2684340712075993	0.4098567458022973	0.9916570025486908	0.35542742032192237	0.0011487074897422	0.00340457671453229
CCDC102B	-0.6079198592304125	0.07067113076112483	2.468164949633024e-7	5.062593424186234e-7	NA	NA	NA	NA	NA	NA	NA	NA
CCDC103	1.3512242999083242	0.09011030445436073	1.0124621357000308e-10	3.07963051689999e-10	0.1619700247263283	0.08536150277772632	0.1036750644235625	0.20639631825442825	0.7325036517564905	0.39106968061446273	0.02005520458588522	0.04226695325922475
CCDC104	NA	NA	NA	NA	-0.5702836904129485	0.13490852393197386	0.00481493530767191	0.0239001991618515	NA	NA	NA	NA
CCDC106	-0.7615364902797062	0.09912373600497608	1.0548174622286528e-6	2.037565933279086e-6	-0.4731598645600714	0.20269178196542814	0.0557988491749358	0.13093393321247312	0.544030114932995	0.3057748808435064	0.03862675540049529	0.07500136155918029
CCDC107	-1.5855341933344649	0.0971270804172394	2.8794359367630737e-11	9.470359581725232e-11	0.02808333588913481	0.07398649649938924	0.7165855813503278	0.8144431236310987	NA	NA	NA	NA
CCDC109B	NA	NA	NA	NA	-0.1718869152253335	0.09327055815086975	0.11202386557771364	0.21779014803917215	NA	NA	NA	NA
CCDC11	NA	NA	NA	NA	0.21877687132456075	0.06708260394526293	0.01579103670838454	0.05295654154672418	NA	NA	NA	NA
CCDC110	0.6643967910870621	0.05728307160694502	4.156071117076485e-9	1.0382527137845276e-8	0.40928585045389976	0.12212531011678342	0.01405183124478675	0.04891402762816328	-0.1882530444318765	0.3899234977897563	0.5177615293330727	0.6324335458967734
CCDC112	-1.352267718654558	0.08123495857231221	2.152636173852163e-11	7.196666170001868e-11	-0.01477266537066812	0.06963135478884842	0.8386071457591805	0.8980307891651956	-0.01625294444001165	0.1943667715302985	0.9275563888607832	0.9525486643911142
CCDC113	0.3942588263556388	0.03442300353155198	4.965589418948906e-9	1.2295147863732858e-8	-0.5321488911458384	0.0754847777832876	3.107513756938814e-4	0.00430434390738289	-0.9206465431816522	0.17243775186329463	2.7039643540502657e-8	2.0695574606158805e-7
CCDC114	-2.016925716015927	0.046616193532876576	9.34558527847851e-18	1.0769093107963284e-16	-0.07842148510729488	0.0736032442531466	0.32534428064660276	0.4711072830113472	-0.19838238157620416	0.5221353137138262	0.461017181831568	0.5795675556245695
CCDC115	0.16611252087943518	0.06020527050053919	0.01415423068127401	0.01914652182786659	-0.1979240221542966	0.09454663295082365	0.0784825917363718	0.1678349437433067	0.12603501346724805	0.14064204158178045	0.3564626815405219	0.47415262101404343
CCDC116	-0.2362561219331521	0.05060890756435896	2.6973109190478445e-4	4.217117975349351e-4	NA	NA	NA	NA	NA	NA	NA	NA
CCDC117	-1.0845725898685905	0.06119081318521385	8.424079593871055e-12	2.981296132298358e-11	0.3681449734889064	0.08740892696885776	0.00490172694875882	0.0241463824057796	-0.29066394746838065	0.14571088640079902	0.0390744097280936	0.07575779277395281
CCDC12	0.24514394813984183	0.1115718559483185	0.0433819477965802	0.05604865053293796	0.1422475929652003	0.19384874095352844	0.4891633476974615	0.6290326366782187	0.5859607312443461	0.19133913106485803	0.00115754927494497	0.00342753712664373
CCDC120	1.0261473544264643	0.04712869845306191	3.75657939175327e-13	1.6502383871840436e-12	0.23436157948969072	0.11337981044024287	0.08147579391179517	0.17257980974563963	0.4457835788008247	0.20029017543935315	0.01745959230778705	0.03752266082678607
CCDC121	-0.9432392634952887	0.0810371664364733	3.953068758109314e-9	9.90203592653195e-9	-0.05855039914837234	0.07614563464858444	0.4694558435690892	0.6106852413599992	-0.6292502856318879	0.3495211395531922	0.02973344570399044	0.05971104595315093
CCDC122	2.049204114527556	0.0672164655542834	2.1411106670299538e-15	1.451709238575805e-14	0.4058232947919884	0.08315191356486726	0.00233369903490392	0.01489079499579082	-0.12451232020885654	0.2074369919536093	0.5188432350016274	0.6330427253348669
CCDC124	-0.27565763899681084	0.16814537890114326	0.1210100345687948	0.14881214483916616	-0.2133799591667298	0.20580153746434435	0.3375331583526626	0.4834310209620102	1.5719048091079253	0.23626612177583595	3.5328746081484907e-12	4.9727116336996556e-11
CCDC125	1.0360699150809405	0.056402364319803666	4.925519137555156e-12	1.8043191159623767e-11	-0.22830774095526496	0.11140497992132589	0.08355047417747144	0.17559622099770578	-0.08790801411502681	0.1714530708169418	0.5908150757194452	0.6944084677600628
CCDC126	-1.6516618344016796	0.05380521941743334	1.9251793086774514e-15	1.3225861901747508e-14	0.18933031481650625	0.08800900452789741	0.07229499187532881	0.15810722544347725	-0.3714912301329552	0.3498183347137751	0.1896482581090834	0.28515098216074636
CCDC127	0.7661254036276137	0.05386586462933577	2.2009356146344008e-10	6.420123365307555e-10	-0.05866310505349093	0.07999767940103956	0.4894462404338557	0.6292338398413896	0.37887057425203274	0.1557899445233307	0.01139116023143391	0.0258210629894864
CCDC129	0.00140026491204242	0.01040447148644275	0.8946518252597082	0.908086272437246	NA	NA	NA	NA	NA	NA	NA	NA
CCDC13	-0.21316680561858284	0.028541792120967	1.5023312747414369e-6	2.85451032299283e-6	-0.5400100364832061	0.11129949760399473	0.00240591305725376	0.01520858927089585	-0.23665405796346783	0.5670249201958485	0.3434778465653409	0.46036266950168825
CCDC130	-0.2536428419908936	0.07538555735063593	0.00403212341725581	0.00570858850230535	-0.07122303222556603	0.09771227186512087	0.4919576706564101	0.6314295521852367	1.0407132428087429	0.2708837561151585	2.700777987942205e-5	1.1648547001177017e-4
CCDC132	NA	NA	NA	NA	0.17427741533233032	0.14255844277305993	0.26478028839772616	0.4064810287956456	NA	NA	NA	NA
CCDC134	-0.4515864012911424	0.07157009924989215	1.1334529069232706e-5	1.991472580812702e-5	-0.27875912953485216	0.0714145895135664	0.00705743694629047	0.03052566368628711	0.3850788779742414	0.2807279293365709	0.1177139147980579	0.1933121597334175
CCDC136	-0.3271374709249417	0.05163252842360741	1.0806991072117771e-5	1.901625139580109e-5	0.885711496710918	0.1649964812843769	0.00141288573479609	0.0107631616868574	0.4348353172184916	0.2920273682659716	0.08643493981372906	0.14921603833198333
CCDC137	0.3105181204006504	0.08082173185252865	0.00148435280041197	0.00217879624801298	-0.06785444362116255	0.09901375234551027	0.5172831179128272	0.654704944778878	0.9103913824929676	0.16979350433294357	2.4450603838168113e-8	1.8815184428466434e-7
CCDC138	-1.3261614015089918	0.08806892207205462	9.518049819845608e-11	2.9031368416617597e-10	0.3514072573274527	0.1504080068168018	0.05564345565574406	0.13061035000721813	-0.42048798112856817	0.1751084217804468	0.01142883929624204	0.02588205433411241
CCDC14	-0.2935052521436159	0.09748175117185347	0.00842767295597631	0.01163388155628593	0.3049646077339281	0.21348245123748838	0.20024710681812372	0.3325794829701229	0.07104798429613456	0.10401601419060792	0.48832446912473865	0.6052145530715345
CCDC141	-0.01687971218848662	0.012504734170353783	0.19620142513668376	0.23387740150414696	0.01173362851737888	0.07315396401944604	0.8775312339890926	0.924137315184874	-0.19106967076018389	0.5931112496381412	0.285465030906453	0.39731124574249493
CCDC142	0.8584656788526823	0.048727823130428845	9.223474212477419e-12	3.2466187561158553e-11	0.08227081926311497	0.08884352593047379	0.3881448262675155	0.533891331275935	0.6574353056015048	0.23706938940416508	0.00247390172466917	0.00674355795794531
CCDC144A	1.2770729448591804	0.0718132882752961	8.015852747545085e-12	2.8453857982332072e-11	-0.03149918882076441	0.06211165524877726	0.6291199651674799	0.7463827981906388	NA	NA	NA	NA
CCDC144B	NA	NA	NA	NA	NA	NA	NA	NA	-1.0333890483809316	0.4071064687106498	0.00215505894519919	0.00597840789162315
CCDC144CP	NA	NA	NA	NA	NA	NA	NA	NA	-0.4193997246142161	0.6493901806798061	0.15575022704256453	0.24309833520587165
CCDC144NL	-1.3346127562712955	0.03580639373632063	9.506419580334075e-17	8.569864805122828e-16	NA	NA	NA	NA	NA	NA	NA	NA
CCDC146	1.398617374862643	0.07031521593372018	1.4825708906032138e-12	5.92155663391938e-12	0.05314198018370739	0.11588006110320269	0.6617450236227592	0.7716533488778473	-1.6451465486652743	0.12458381621675192	1.025135353918317e-40	1.395253787785174e-38
CCDC147	NA	NA	NA	NA	1.795894573298059	0.14555336858815024	1.096293006587842e-5	7.307478072037085e-4	NA	NA	NA	NA
CCDC148	0.25225367154834877	0.06979810010116624	0.00239158492557449	0.00344990525404622	-0.00973860455849628	0.08234268370433388	0.9094932935236286	0.9448410886565888	0.51028197126678	0.4300799788491207	0.1108410831560016	0.18381909658378223
CCDC149	-0.17894724523247052	0.03883664622358338	3.050770073643699e-4	4.748692927406224e-4	-0.105988774020214	0.07995924528692312	0.23051258750623055	0.3672410845129672	-0.07002100075525315	0.2162736968127099	0.7255052954613834	0.8051701547397236
CCDC15	0.9816271553665128	0.09658792886295221	2.626220978963323e-8	5.969822253687793e-8	0.16144468444421922	0.06987684000743143	0.05771650416047604	0.13424393944627697	-0.28659288103482317	0.16126871494093994	0.06343269664013418	0.11456826307539585
CCDC150	-0.6366065205398825	0.06441724397962828	3.8529737717110984e-8	8.589103270220771e-8	-0.05838986752337505	0.06701838733487163	0.4152157029321527	0.5597820009462728	0.23401154250043524	0.18429940246653628	0.18006765002982317	0.27315553966532197
CCDC151	0.05261889137802988	0.07624484383317416	0.5001877485717416	0.5492196589470758	-0.45466767077118897	0.09936345350979384	0.00324650031436028	0.01852254344429246	-0.2084589101415705	0.5265856930254887	0.4396096013056185	0.5594576371766437
CCDC152	-0.4802793445478889	0.024950497216751997	2.43327665918132e-12	9.372896685868308e-12	NA	NA	NA	NA	NA	NA	NA	NA
CCDC153	1.809253918862566	0.11014649479664901	2.6255888070268243e-11	8.68077918545113e-11	0.3655607497832769	0.14551245344737349	0.04347975383263951	0.1092422513238117	0.05161201450282664	0.4594343937832475	0.857154764529326	0.9027174252733824
CCDC154	-1.2165681397370305	0.06832227914974698	7.86143414453992e-12	2.7942133471541633e-11	-0.01984818241311575	0.06913795615558238	0.7831540896623247	0.8610658109534736	NA	NA	NA	NA
CCDC155	-0.12044434848905795	0.02708575411681103	4.238343917255979e-4	6.513315626152438e-4	-0.3670945313729439	0.1653036279259462	0.06551683301203154	0.1466614443332298	NA	NA	NA	NA
CCDC157	-0.3887650049909501	0.05642049815501241	4.024085410611981e-6	7.374309912659506e-6	-0.00361469261134539	0.06026953849152744	0.954011344273474	0.972111061308076	1.7036420309361011	0.5746886430005309	2.677641097446854e-4	9.168767984519396e-4
CCDC158	0.09448095868972373	0.017659357968776844	6.935343454219158e-5	1.1424213745969596e-4	NA	NA	NA	NA	NA	NA	NA	NA
CCDC159	-0.36775905670239695	0.07386904981978212	1.444350514875722e-4	2.312691212873252e-4	-0.2164841179835717	0.08617324838062548	0.04348179623718525	0.1092422513238117	1.2027352506244189	0.28695249409583734	4.920693260455064e-6	2.4501445937901665e-5
CCDC160	-0.7220912940969145	0.10566383790118923	4.442661051188341e-6	8.105214712002556e-6	-0.01231753727556467	0.06397686389609684	0.8533137174360792	0.9079545981396044	-0.21546576442900284	0.5637010689411509	0.37089548646991655	0.4896471115238811
CCDC163	NA	NA	NA	NA	NA	NA	NA	NA	-0.17071895611276025	0.2858699514557351	0.4905489664703368	0.6074424385438063
CCDC163P	NA	NA	NA	NA	0.02091472154983553	0.10374654121425927	0.8465132891160725	0.9033226071892566	NA	NA	NA	NA
CCDC166	-0.09450990140996823	0.035026207247585685	0.0160244711893222	0.02155904222695206	NA	NA	NA	NA	NA	NA	NA	NA
CCDC167	0.33230595338669033	0.09273525544581554	0.00255022866652872	0.00367214610960657	-0.6380750203682841	0.07247678770494752	8.473689050485197e-5	0.00216473629162858	0.7907256626129578	0.2479236244293795	4.920867797425409e-4	0.00158741596795759
CCDC168	0.00540880612586117	0.010647895594919464	0.6185368550446582	0.6611467553285585	0.01701582149865629	0.055948254914089245	0.7707089270946973	0.8527536648957197	NA	NA	NA	NA
CCDC169	0.1496362109696488	0.030192057712083692	1.5103829970501714e-4	2.4138216173529416e-4	-0.21064244553556044	0.1282707097573165	0.14874179509837646	0.2693588529549859	-1.2415704076460137	0.3592875471690481	8.538508299676156e-5	3.2893116393436177e-4
CCDC169-SOHLH2	NA	NA	NA	NA	-0.10774894518849032	0.10436719112169497	0.33944730206671864	0.4852822354613343	NA	NA	NA	NA
CCDC17	-1.7182748255549614	0.0446199471030065	5.725849097229241e-17	5.481032543316238e-16	0.0653291512370946	0.09516411604692217	0.5165831441721661	0.6541838661721872	-0.04778762702639583	0.4618409397330812	0.8619343951501086	0.906104987097152
CCDC170	0.22393983743303772	0.015430751082865964	1.6378800553007868e-10	4.850676504216296e-10	-0.02689600267488275	0.06679334594702697	0.7003440616650969	0.8017817194235212	NA	NA	NA	NA
CCDC171	0.19461496688108637	0.059273248335962675	0.00477883427608563	0.00673280580567822	0.108535248371656	0.08602833305488648	0.25127888212364086	0.39098009472572753	-0.26667545637666185	0.3188326215735748	0.3169743155749188	0.432167420503365
CCDC173	0.2355614868654174	0.03540060915776863	6.098849004047865e-6	1.0982534870818867e-5	-0.29314129448833026	0.3707847167134342	0.4575720350035867	0.5998777815996622	0.00641528903322026	0.4330055023674095	0.9848124862211796	0.9904443252800812
CCDC174	-1.2385157977975538	0.05766990071504619	4.631017692175225e-13	2.0054694171568576e-12	0.12158556487369188	0.11278414899041872	0.32010596227824967	0.46538482208145526	0.35477305924173486	0.16458035426348464	0.02428586323353677	0.04991757469879418
CCDC175	NA	NA	NA	NA	-0.1133791843963206	0.07839859222085883	0.19543243366558607	0.32676390448609915	NA	NA	NA	NA
CCDC176	NA	NA	NA	NA	0.05688744987352889	0.10059526032400541	0.5910613388415449	0.715687036756395	NA	NA	NA	NA
CCDC177	-0.09299431343135692	0.01944046182933308	2.1360971911141505e-4	3.3653354746951094e-4	NA	NA	NA	NA	NA	NA	NA	NA
CCDC178	0.00265198560271735	0.010619611451746598	0.8060378531656005	0.8295486143529092	NA	NA	NA	NA	NA	NA	NA	NA
CCDC18	0.3722036423419519	0.08777996447923059	6.485505567051331e-4	9.814486980092604e-4	0.104735125013816	0.06359929066855607	0.14777822651068284	0.26810166464532265	-0.22479361619461513	0.12578882748652823	0.06668789113705201	0.11949615020917435
CCDC18-AS1	NA	NA	NA	NA	NA	NA	NA	NA	-0.208590596033373	0.17763282628819826	0.2160380452020743	0.3173261527311249
CCDC180	-1.3238987709268424	0.04259302930816823	1.5873969975282801e-15	1.1042925011984982e-14	0.03859642858486145	0.07278422235901484	0.6138698481210967	0.7339598576470286	NA	NA	NA	NA
CCDC181	-0.6047760623865461	0.06694567658403443	1.292690981730171e-7	2.725666822001156e-7	NA	NA	NA	NA	-0.6127334126528304	0.37668620357656074	0.04277050601848706	0.08182911138019307
CCDC182	0.00521663082083998	0.011435536259173098	0.654509513824092	0.6943807109798924	NA	NA	NA	NA	NA	NA	NA	NA
CCDC183	-0.7161810531427419	0.08546555429700321	3.473400869935287e-7	7.017606292647541e-7	NA	NA	NA	NA	1.5710494795725265	0.5725556799130387	5.730968617703196e-4	0.00182134255440183
CCDC183-AS1	NA	NA	NA	NA	NA	NA	NA	NA	1.7126615881448066	0.3536836058760026	1.3562929960626293e-7	9.111029173550332e-7
CCDC184	-2.4503756620592703	0.06707874327572816	1.2997649338656338e-16	1.1368593437410764e-15	NA	NA	NA	NA	NA	NA	NA	NA
CCDC185	0.01307396575404596	0.013340854908701379	0.3419499659408042	0.3908695930496091	NA	NA	NA	NA	NA	NA	NA	NA
CCDC186	-0.3342847183109985	0.08121464829341388	8.387129240751198e-4	0.00125714302519399	NA	NA	NA	NA	-0.15100986683678766	0.13228089672940097	0.24043090992785116	0.34604838490358625
CCDC188	-0.29168625093256195	0.06571359663124646	4.3087056828499054e-4	6.616833709682977e-4	NA	NA	NA	NA	NA	NA	NA	NA
CCDC189	0.27204982405834754	0.05694688998030614	2.163380464648633e-4	3.4080148368007126e-4	NA	NA	NA	NA	NA	NA	NA	NA
CCDC19	NA	NA	NA	NA	-0.05401130377754948	0.06372640509653645	0.4273553245433082	0.5711459318614515	NA	NA	NA	NA
CCDC191	0.69932040546434	0.07585527119559372	9.857998801263479e-8	2.101435655532749e-7	NA	NA	NA	NA	0.20477149246644044	0.2524372394696325	0.368138437123503	0.4869519832550553
CCDC192	-0.960296453999958	0.09933911619162053	5.2024123458595906e-8	1.1414122448160043e-7	NA	NA	NA	NA	NA	NA	NA	NA
CCDC22	0.5257405681313121	0.055686665736980244	7.161758598546435e-8	1.548873682414273e-7	0.01837161036446	0.07184012448335929	0.8062122033236092	0.8766060594104872	1.3608287048600154	0.2746319579230793	1.063280106867543e-7	7.283352399427038e-7
CCDC23	NA	NA	NA	NA	-0.2905033237755936	0.1774416096215901	0.1497887211834101	0.2707621544781473	NA	NA	NA	NA
