gene_symbol	k_eff	n_pos	n_neg	concordance
CCDC169-SOHLH2	1	0	1	1
CCDC17	3	1	2	0.6666666666666666
CCDC170	2	1	1	0.5
CCDC171	3	2	1	0.6666666666666666
CCDC173	3	2	1	0.6666666666666666
CCDC174	3	2	1	0.6666666666666666
CCDC175	1	0	1	1
CCDC176	1	1	0	1
CCDC177	1	0	1	1
CCDC178	1	1	0	1
CCDC18	3	2	1	0.6666666666666666
CCDC18-AS1	1	0	1	1
CCDC180	2	1	1	0.5
CCDC181	2	0	2	1
CCDC182	1	1	0	1
CCDC183	2	1	1	0.5
CCDC183-AS1	1	1	0	1
CCDC184	1	0	1	1
CCDC185	1	1	0	1
CCDC186	2	0	2	1
CCDC188	1	0	1	1
CCDC189	1	1	0	1
CCDC19	1	0	1	1
CCDC191	2	2	0	1
CCDC192	1	0	1	1
CCDC22	3	3	0	1
CCDC23	1	0	1	1
CCDC24	3	2	1	0.6666666666666666
CCDC25	3	1	2	0.6666666666666666
CCDC27	1	0	1	1
CCDC28A	3	2	1	0.6666666666666666
CCDC28B	3	1	2	0.6666666666666666
CCDC3	3	1	2	0.6666666666666666
CCDC30	3	2	1	0.6666666666666666
CCDC32	1	1	0	1
CCDC33	1	1	0	1
CCDC34	3	3	0	1
CCDC36	2	0	2	1
CCDC38	2	1	1	0.5
CCDC39	3	1	2	0.6666666666666666
CCDC40	3	3	0	1
CCDC41	1	0	1	1
CCDC42	2	1	1	0.5
CCDC42B	1	1	0	1
CCDC43	3	2	1	0.6666666666666666
CCDC47	3	1	2	0.6666666666666666
CCDC50	3	1	2	0.6666666666666666
CCDC51	3	2	1	0.6666666666666666
CCDC53	1	1	0	1
CCDC54	1	0	1	1
CCDC57	3	3	0	1
CCDC58	3	1	2	0.6666666666666666
CCDC59	3	1	2	0.6666666666666666
CCDC6	3	2	1	0.6666666666666666
CCDC61	3	2	1	0.6666666666666666
CCDC62	3	2	1	0.6666666666666666
CCDC63	2	1	1	0.5
CCDC64	1	0	1	1
CCDC64B	1	0	1	1
CCDC65	3	0	3	1
CCDC66	3	1	2	0.6666666666666666
CCDC67	1	0	1	1
CCDC68	3	2	1	0.6666666666666666
CCDC69	3	3	0	1
CCDC7	3	1	2	0.6666666666666666
CCDC71	3	3	0	1
CCDC71L	3	1	2	0.6666666666666666
CCDC73	2	2	0	1
CCDC74A	3	1	2	0.6666666666666666
CCDC74B	3	1	2	0.6666666666666666
CCDC77	3	1	2	0.6666666666666666
CCDC78	3	2	1	0.6666666666666666
CCDC8	3	1	2	0.6666666666666666
CCDC80	3	2	1	0.6666666666666666
CCDC81	3	1	2	0.6666666666666666
CCDC82	3	1	2	0.6666666666666666
CCDC83	1	1	0	1
CCDC84	3	0	3	1
CCDC85A	3	2	1	0.6666666666666666
CCDC85B	3	3	0	1
CCDC85C	3	3	0	1
CCDC86	3	3	0	1
CCDC87	3	1	2	0.6666666666666666
CCDC88A	3	2	1	0.6666666666666666
CCDC88B	3	2	1	0.6666666666666666
CCDC88C	3	2	1	0.6666666666666666
CCDC89	2	0	2	1
CCDC9	3	0	3	1
CCDC90B	3	1	2	0.6666666666666666
CCDC91	3	0	3	1
CCDC92	3	1	2	0.6666666666666666
CCDC92B	1	1	0	1
CCDC93	3	2	1	0.6666666666666666
CCDC94	2	2	0	1
CCDC96	3	1	2	0.6666666666666666
CCDC97	3	1	2	0.6666666666666666
CCDC9B	1	1	0	1
CCEPR	1	1	0	1
CCER1	1	1	0	1
CCER2	1	0	1	1
CCHCR1	3	3	0	1
CCIN	3	1	2	0.6666666666666666
CCK	2	0	2	1
CCKAR	1	0	1	1
CCKBR	3	1	2	0.6666666666666666
CCL15	1	1	0	1
CCL16	1	1	0	1
CCL17	1	1	0	1
CCL18	1	0	1	1
CCL19	1	0	1	1
CCL2	3	0	3	1
CCL20	2	1	1	0.5
CCL21	1	0	1	1
CCL22	2	1	1	0.5
CCL24	1	1	0	1
CCL25	1	1	0	1
CCL26	1	1	0	1
CCL27	2	0	2	1
CCL28	3	1	2	0.6666666666666666
CCL3	1	0	1	1
CCL3L1	1	0	1	1
CCL3L3	1	0	1	1
CCL4L2	1	0	1	1
CCL5	2	2	0	1
CCM2	3	2	1	0.6666666666666666
CCM2L	2	1	1	0.5
CCN1	1	0	1	1
CCN2	1	1	0	1
CCN3	1	0	1	1
CCNA1	3	0	3	1
CCNA2	3	2	1	0.6666666666666666
CCNB1	3	1	2	0.6666666666666666
CCNB1IP1	3	1	2	0.6666666666666666
CCNB2	3	1	2	0.6666666666666666
CCNB3	3	1	2	0.6666666666666666
CCNC	3	2	1	0.6666666666666666
CCND1	3	3	0	1
CCND2	2	1	1	0.5
CCND2-AS1	1	1	0	1
CCND3	3	3	0	1
CCNDBP1	3	2	1	0.6666666666666666
CCNE1	3	1	2	0.6666666666666666
CCNE2	3	2	1	0.6666666666666666
CCNF	3	3	0	1
CCNG1	3	2	1	0.6666666666666666
CCNG2	3	1	2	0.6666666666666666
CCNH	3	0	3	1
CCNI	3	0	3	1
CCNI2	3	2	1	0.6666666666666666
CCNJ	3	2	1	0.6666666666666666
CCNJL	3	3	0	1
CCNK	3	1	2	0.6666666666666666
CCNL1	3	1	2	0.6666666666666666
CCNL2	3	1	2	0.6666666666666666
CCNO	3	1	2	0.6666666666666666
CCNQ	1	1	0	1
CCNT1	3	1	2	0.6666666666666666
CCNT2	3	1	2	0.6666666666666666
CCNT2-AS1	1	1	0	1
CCNY	3	2	1	0.6666666666666666
CCNYL1	3	1	2	0.6666666666666666
CCNYL2	1	1	0	1
CCP110	3	2	1	0.6666666666666666
CCPG1	3	0	3	1
CCR1	1	0	1	1
CCR10	2	1	1	0.5
CCR3	2	1	1	0.5
CCR4	1	0	1	1
CCR5	1	0	1	1
CCR6	1	0	1	1
CCR7	2	2	0	1
CCR9	1	1	0	1
CCRL2	1	1	0	1
CCRN4L	1	1	0	1
CCS	3	3	0	1
CCSAP	3	1	2	0.6666666666666666
CCSER1	3	1	2	0.6666666666666666
CCSER2	3	1	2	0.6666666666666666
CCT2	3	1	2	0.6666666666666666
CCT3	3	0	3	1
CCT4	3	2	1	0.6666666666666666
CCT5	3	1	2	0.6666666666666666
CCT6A	3	1	2	0.6666666666666666
CCT6B	3	1	2	0.6666666666666666
CCT6P1	1	0	1	1
CCT6P3	1	0	1	1
CCT7	3	2	1	0.6666666666666666
CCT8	3	2	1	0.6666666666666666
CCZ1	3	1	2	0.6666666666666666
CCZ1B	3	0	3	1
CCZ1P-OR7E38P	1	1	0	1
CD101	3	1	2	0.6666666666666666
CD109	3	1	2	0.6666666666666666
CD14	3	1	2	0.6666666666666666
CD151	3	1	2	0.6666666666666666
CD160	3	0	3	1
CD163	1	0	1	1
CD163L1	2	1	1	0.5
CD164	3	1	2	0.6666666666666666
CD164L2	1	1	0	1
CD177	2	2	0	1
CD180	1	1	0	1
CD19	2	0	2	1
CD1D	2	1	1	0.5
CD200	2	2	0	1
CD200R1	1	1	0	1
CD200R1L	1	1	0	1
CD207	1	0	1	1
CD209	1	0	1	1
CD22	3	2	1	0.6666666666666666
CD226	3	2	1	0.6666666666666666
CD244	1	0	1	1
CD247	2	1	1	0.5
CD248	2	0	2	1
CD27	2	0	2	1
CD27-AS1	1	0	1	1
CD274	3	2	1	0.6666666666666666
CD276	3	1	2	0.6666666666666666
CD2AP	3	2	1	0.6666666666666666
CD2BP2	3	3	0	1
CD300A	1	0	1	1
CD300C	1	1	0	1
CD300LG	1	0	1	1
CD302	2	0	2	1
CD320	3	1	2	0.6666666666666666
CD33	2	1	1	0.5
CD34	3	1	2	0.6666666666666666
CD36	1	0	1	1
CD37	3	2	1	0.6666666666666666
CD38	1	1	0	1
CD3EAP	3	2	1	0.6666666666666666
CD4	1	0	1	1
CD40	3	2	1	0.6666666666666666
CD40LG	1	0	1	1
CD44	3	1	2	0.6666666666666666
CD46	3	2	1	0.6666666666666666
CD47	3	1	2	0.6666666666666666
CD5	1	0	1	1
CD52	1	1	0	1
CD53	1	0	1	1
CD55	3	0	3	1
CD58	3	0	3	1
CD59	3	2	1	0.6666666666666666
CD5L	1	1	0	1
CD6	2	1	1	0.5
CD63	3	0	3	1
CD68	3	3	0	1
CD7	1	1	0	1
CD70	3	2	1	0.6666666666666666
CD72	3	2	1	0.6666666666666666
CD74	3	2	1	0.6666666666666666
CD79A	2	1	1	0.5
CD79B	1	1	0	1
CD80	1	1	0	1
CD81	3	2	1	0.6666666666666666
CD82	3	3	0	1
CD83	3	2	1	0.6666666666666666
CD84	1	0	1	1
CD86	1	1	0	1
CD8A	3	2	1	0.6666666666666666
CD8B	1	1	0	1
CD9	3	1	2	0.6666666666666666
CD93	1	1	0	1
CD96	3	2	1	0.6666666666666666
CD97	1	0	1	1
CD99	3	1	2	0.6666666666666666
CD99L2	2	1	1	0.5
CD99P1	1	1	0	1
CDA	3	2	1	0.6666666666666666
CDADC1	3	2	1	0.6666666666666666
CDAN1	3	2	1	0.6666666666666666
CDC123	3	1	2	0.6666666666666666
CDC14A	3	1	2	0.6666666666666666
CDC14B	3	2	1	0.6666666666666666
CDC16	3	2	1	0.6666666666666666
CDC20	3	0	3	1
CDC20B	2	2	0	1
CDC23	3	2	1	0.6666666666666666
CDC25A	3	2	1	0.6666666666666666
CDC25B	3	1	2	0.6666666666666666
CDC25C	3	3	0	1
CDC26	3	2	1	0.6666666666666666
CDC27	3	1	2	0.6666666666666666
CDC34	3	2	1	0.6666666666666666
CDC37	3	2	1	0.6666666666666666
CDC37L1	3	0	3	1
CDC37L1-DT	1	0	1	1
CDC40	3	1	2	0.6666666666666666
CDC42	3	1	2	0.6666666666666666
CDC42BPA	3	1	2	0.6666666666666666
CDC42BPB	3	1	2	0.6666666666666666
CDC42BPG	3	3	0	1
CDC42EP1	3	3	0	1
CDC42EP2	3	2	1	0.6666666666666666
CDC42EP3	3	2	1	0.6666666666666666
CDC42EP4	3	2	1	0.6666666666666666
CDC42EP5	3	2	1	0.6666666666666666
CDC42SE1	3	0	3	1
CDC42SE2	3	1	2	0.6666666666666666
CDC45	3	2	1	0.6666666666666666
CDC5L	3	2	1	0.6666666666666666
CDC6	3	2	1	0.6666666666666666
CDC7	3	0	3	1
CDC73	3	1	2	0.6666666666666666
CDCA2	3	1	2	0.6666666666666666
CDCA3	3	1	2	0.6666666666666666
CDCA4	3	2	1	0.6666666666666666
CDCA5	3	2	1	0.6666666666666666
CDCA7	3	2	1	0.6666666666666666
CDCA7L	3	2	1	0.6666666666666666
CDCA8	3	1	2	0.6666666666666666
CDCP1	3	2	1	0.6666666666666666
CDCP2	1	1	0	1
CDH1	3	1	2	0.6666666666666666
CDH10	2	1	1	0.5
CDH11	3	2	1	0.6666666666666666
CDH12	1	0	1	1
CDH13	2	1	1	0.5
CDH15	2	1	1	0.5
CDH16	3	2	1	0.6666666666666666
CDH17	1	0	1	1
CDH18	2	0	2	1
CDH19	1	0	1	1
CDH2	3	2	1	0.6666666666666666
CDH20	1	1	0	1
CDH22	1	0	1	1
CDH23	1	0	1	1
CDH24	3	2	1	0.6666666666666666
CDH26	3	1	2	0.6666666666666666
CDH3	3	1	2	0.6666666666666666
CDH4	3	2	1	0.6666666666666666
CDH5	3	2	1	0.6666666666666666
CDH6	3	0	3	1
CDH7	1	0	1	1
CDH8	1	1	0	1
CDH9	1	0	1	1
CDHR1	1	1	0	1
CDHR2	3	1	2	0.6666666666666666
CDHR3	3	2	1	0.6666666666666666
CDHR4	2	0	2	1
CDHR5	2	1	1	0.5
CDIP1	3	1	2	0.6666666666666666
CDIPT	3	1	2	0.6666666666666666
CDIPTOSP	1	0	1	1
CDK1	3	1	2	0.6666666666666666
CDK10	3	2	1	0.6666666666666666
CDK11A	3	2	1	0.6666666666666666
CDK11B	3	3	0	1
CDK12	3	3	0	1
CDK13	3	1	2	0.6666666666666666
CDK14	3	1	2	0.6666666666666666
CDK15	1	0	1	1
CDK16	3	2	1	0.6666666666666666
CDK17	3	1	2	0.6666666666666666
CDK18	3	2	1	0.6666666666666666
CDK19	3	1	2	0.6666666666666666
CDK2	3	2	1	0.6666666666666666
CDK20	3	2	1	0.6666666666666666
CDK2AP1	3	0	3	1
CDK2AP2	3	3	0	1
CDK3	2	0	2	1
CDK4	3	2	1	0.6666666666666666
CDK5	3	2	1	0.6666666666666666
CDK5R1	3	3	0	1
CDK5R2	2	1	1	0.5
CDK5RAP1	3	2	1	0.6666666666666666
CDK5RAP2	3	1	2	0.6666666666666666
CDK5RAP3	3	2	1	0.6666666666666666
CDK6	3	2	1	0.6666666666666666
CDK6-AS1	1	1	0	1
CDK7	3	0	3	1
CDK8	3	1	2	0.6666666666666666
CDK9	3	2	1	0.6666666666666666
CDKAL1	3	1	2	0.6666666666666666
CDKL1	3	2	1	0.6666666666666666
CDKL2	3	1	2	0.6666666666666666
CDKL3	3	2	1	0.6666666666666666
CDKL4	1	0	1	1
CDKL5	3	3	0	1
CDKN1A	3	3	0	1
CDKN1B	3	0	3	1
CDKN1C	2	1	1	0.5
CDKN2A	2	2	0	1
CDKN2AIP	3	1	2	0.6666666666666666
CDKN2AIPNL	3	2	1	0.6666666666666666
CDKN2B	2	0	2	1
CDKN2B-AS1	1	0	1	1
CDKN2C	3	1	2	0.6666666666666666
CDKN2D	3	1	2	0.6666666666666666
CDKN3	3	2	1	0.6666666666666666
CDNF	3	0	3	1
CDO1	1	0	1	1
CDON	3	0	3	1
CDPF1	3	1	2	0.6666666666666666
CDR1	1	0	1	1
CDR2	3	1	2	0.6666666666666666
CDR2L	3	2	1	0.6666666666666666
CDRT1	3	2	1	0.6666666666666666
CDRT15	1	1	0	1
CDRT4	2	1	1	0.5
CDS1	3	1	2	0.6666666666666666
CDS2	3	1	2	0.6666666666666666
CDSN	3	3	0	1
CDT1	3	3	0	1
CDV3	3	1	2	0.6666666666666666
CDX2	1	1	0	1
CDYL	3	1	2	0.6666666666666666
CDYL2	3	2	1	0.6666666666666666
CEACAM1	3	1	2	0.6666666666666666
CEACAM16	1	1	0	1
CEACAM18	1	1	0	1
CEACAM19	3	1	2	0.6666666666666666
CEACAM20	1	1	0	1
CEACAM21	1	0	1	1
CEACAM5	1	1	0	1
CEACAM6	2	1	1	0.5
CEACAM8	1	1	0	1
CEBPA	3	1	2	0.6666666666666666
CEBPA-DT	1	1	0	1
CEBPB	3	2	1	0.6666666666666666
CEBPB-AS1	1	1	0	1
CEBPD	3	0	3	1
CEBPE	1	1	0	1
CEBPG	3	0	3	1
CEBPZ	3	1	2	0.6666666666666666
CEBPZOS	2	1	1	0.5
CECR1	1	1	0	1
CECR2	3	1	2	0.6666666666666666
CECR5	2	2	0	1
CECR6	2	0	2	1
CECR7	1	1	0	1
CEL	3	3	0	1
CELA1	1	1	0	1
CELA2A	1	0	1	1
CELA2B	2	0	2	1
CELA3A	1	1	0	1
CELA3B	1	1	0	1
CELF1	3	1	2	0.6666666666666666
CELF2	3	2	1	0.6666666666666666
CELF2-AS1	1	0	1	1
CELF3	1	0	1	1
CELF4	3	1	2	0.6666666666666666
CELF5	2	1	1	0.5
CELF6	2	0	2	1
CELSR1	3	2	1	0.6666666666666666
CELSR2	3	2	1	0.6666666666666666
CELSR3	3	2	1	0.6666666666666666
CEMIP	2	1	1	0.5
CEMIP2	1	0	1	1
CEMP1	2	2	0	1
CEND1	2	1	1	0.5
CENPA	3	1	2	0.6666666666666666
CENPB	3	2	1	0.6666666666666666
CENPBD1	3	2	1	0.6666666666666666
CENPBD1P1	1	1	0	1
CENPC	3	1	2	0.6666666666666666
CENPE	3	2	1	0.6666666666666666
CENPF	3	2	1	0.6666666666666666
CENPH	3	2	1	0.6666666666666666
CENPI	3	2	1	0.6666666666666666
CENPJ	3	2	1	0.6666666666666666
CENPK	3	1	2	0.6666666666666666
CENPL	3	1	2	0.6666666666666666
CENPM	3	2	1	0.6666666666666666
CENPN	3	1	2	0.6666666666666666
CENPO	3	0	3	1
CENPP	3	2	1	0.6666666666666666
CENPQ	3	2	1	0.6666666666666666
CENPS	2	2	0	1
CENPT	3	3	0	1
CENPU	2	1	1	0.5
CENPV	3	1	2	0.6666666666666666
CENPVL3	1	0	1	1
CENPW	3	2	1	0.6666666666666666
CENPX	2	2	0	1
CEP104	3	2	1	0.6666666666666666
CEP112	3	2	1	0.6666666666666666
CEP120	3	0	3	1
CEP126	2	1	1	0.5
CEP128	3	2	1	0.6666666666666666
CEP131	2	2	0	1
CEP135	3	1	2	0.6666666666666666
CEP152	3	1	2	0.6666666666666666
CEP162	2	2	0	1
CEP164	3	2	1	0.6666666666666666
CEP170	3	1	2	0.6666666666666666
CEP170B	3	1	2	0.6666666666666666
CEP170P1	1	0	1	1
CEP19	3	2	1	0.6666666666666666
CEP192	3	2	1	0.6666666666666666
CEP250	3	3	0	1
CEP290	3	2	1	0.6666666666666666
CEP295	2	0	2	1
CEP295NL	1	0	1	1
CEP350	3	1	2	0.6666666666666666
CEP41	3	2	1	0.6666666666666666
CEP44	3	2	1	0.6666666666666666
CEP55	3	2	1	0.6666666666666666
CEP57	3	2	1	0.6666666666666666
CEP57L1	3	2	1	0.6666666666666666
CEP63	3	1	2	0.6666666666666666
CEP68	3	2	1	0.6666666666666666
CEP70	3	1	2	0.6666666666666666
CEP72	3	3	0	1
CEP76	3	0	3	1
CEP78	3	1	2	0.6666666666666666
CEP83	2	0	2	1
CEP83-DT	1	0	1	1
CEP85	3	1	2	0.6666666666666666
CEP85L	3	1	2	0.6666666666666666
CEP89	3	2	1	0.6666666666666666
CEP95	3	2	1	0.6666666666666666
CEP97	3	2	1	0.6666666666666666
CEPT1	3	2	1	0.6666666666666666
CER1	1	0	1	1
CERCAM	3	1	2	0.6666666666666666
CERK	3	1	2	0.6666666666666666
CERKL	2	1	1	0.5
CERNA1	1	0	1	1
CERS1	3	1	2	0.6666666666666666
CERS2	3	0	3	1
CERS3-AS1	1	0	1	1
CERS4	3	1	2	0.6666666666666666
CERS5	3	1	2	0.6666666666666666
CERS6	3	2	1	0.6666666666666666
CERT1	1	0	1	1
CES1	1	1	0	1
CES2	3	3	0	1
CES3	3	0	3	1
CES4A	1	1	0	1
CES5A	1	0	1	1
CETN2	3	1	2	0.6666666666666666
CETN3	3	2	1	0.6666666666666666
CETP	1	0	1	1
CFAP100	1	0	1	1
CFAP126	1	0	1	1
CFAP157	2	1	1	0.5
CFAP161	2	0	2	1
CFAP20	2	2	0	1
CFAP206	1	1	0	1
CFAP221	1	0	1	1
CFAP298	1	0	1	1
CFAP300	1	0	1	1
CFAP36	2	1	1	0.5
CFAP410	1	1	0	1
CFAP43	2	2	0	1
CFAP44	2	2	0	1
CFAP45	2	1	1	0.5
CFAP46	1	0	1	1
CFAP47	2	1	1	0.5
CFAP52	2	2	0	1
CFAP53	2	1	1	0.5
CFAP54	2	2	0	1
CFAP57	2	1	1	0.5
CFAP58	2	2	0	1
CFAP61	1	1	0	1
CFAP65	1	0	1	1
CFAP69	2	2	0	1
CFAP70	2	2	0	1
CFAP73	1	0	1	1
CFAP74	1	0	1	1
CFAP77	1	1	0	1
CFAP97	2	1	1	0.5
CFAP99	1	0	1	1
CFB	3	2	1	0.6666666666666666
CFD	3	0	3	1
CFDP1	3	2	1	0.6666666666666666
CFH	2	0	2	1
CFHR1	1	0	1	1
CFHR2	1	0	1	1
CFHR3	1	1	0	1
CFHR4	1	1	0	1
CFI	1	1	0	1
CFL1	3	3	0	1
CFL2	3	1	2	0.6666666666666666
CFLAR	3	1	2	0.6666666666666666
CFLAR-AS1	1	0	1	1
CFP	2	1	1	0.5
CFTR	1	0	1	1
CGA	1	0	1	1
CGAS	1	0	1	1
CGB1	1	0	1	1
CGB2	1	1	0	1
CGB3	1	0	1	1
CGB5	1	1	0	1
CGB7	2	1	1	0.5
CGB8	2	1	1	0.5
CGGBP1	3	1	2	0.6666666666666666
CGN	3	0	3	1
CGNL1	3	0	3	1
CGREF1	3	0	3	1
CGRRF1	3	1	2	0.6666666666666666
CH17-340M24.3	1	0	1	1
CH25H	1	1	0	1
CHAC1	3	2	1	0.6666666666666666
CHAC2	3	0	3	1
CHAD	3	1	2	0.6666666666666666
CHADL	2	2	0	1
CHAF1A	3	3	0	1
CHAF1B	3	3	0	1
CHAMP1	3	2	1	0.6666666666666666
CHAT	1	0	1	1
CHCHD1	3	2	1	0.6666666666666666
CHCHD10	3	1	2	0.6666666666666666
CHCHD2	3	1	2	0.6666666666666666
CHCHD3	3	2	1	0.6666666666666666
CHCHD4	3	2	1	0.6666666666666666
CHCHD5	3	2	1	0.6666666666666666
CHCHD6	3	1	2	0.6666666666666666
CHCHD7	3	2	1	0.6666666666666666
CHD1	3	1	2	0.6666666666666666
CHD1L	3	0	3	1
CHD2	3	1	2	0.6666666666666666
CHD3	3	1	2	0.6666666666666666
CHD4	3	1	2	0.6666666666666666
CHD5	3	1	2	0.6666666666666666
CHD6	3	1	2	0.6666666666666666
CHD7	3	2	1	0.6666666666666666
CHD8	3	1	2	0.6666666666666666
CHD9	3	1	2	0.6666666666666666
CHDH	3	0	3	1
CHEK1	3	1	2	0.6666666666666666
CHEK2	3	2	1	0.6666666666666666
CHERP	3	3	0	1
CHFR	3	2	1	0.6666666666666666
CHGA	3	0	3	1
CHGB	1	1	0	1
CHI3L1	2	0	2	1
CHI3L2	2	2	0	1
CHIC1	3	1	2	0.6666666666666666
CHIC2	3	1	2	0.6666666666666666
CHID1	3	2	1	0.6666666666666666
CHIT1	1	0	1	1
CHKA	3	2	1	0.6666666666666666
CHKB	2	1	1	0.5
CHKB-CPT1B	1	0	1	1
CHKB-DT	1	1	0	1
CHL1	1	0	1	1
CHM	3	1	2	0.6666666666666666
CHML	3	2	1	0.6666666666666666
CHMP1A	3	3	0	1
CHMP1B	3	1	2	0.6666666666666666
CHMP1B2P	1	0	1	1
CHMP2A	3	2	1	0.6666666666666666
CHMP2B	3	1	2	0.6666666666666666
CHMP3	3	1	2	0.6666666666666666
CHMP4A	3	1	2	0.6666666666666666
CHMP4B	3	2	1	0.6666666666666666
CHMP4C	3	2	1	0.6666666666666666
CHMP5	3	1	2	0.6666666666666666
CHMP6	3	2	1	0.6666666666666666
CHMP7	3	2	1	0.6666666666666666
CHN1	3	1	2	0.6666666666666666
CHN2	3	2	1	0.6666666666666666
CHODL	2	1	1	0.5
CHORDC1	3	1	2	0.6666666666666666
CHP1	3	0	3	1
CHPF	3	1	2	0.6666666666666666
CHPF2	3	3	0	1
CHPT1	3	0	3	1
CHRAC1	3	1	2	0.6666666666666666
CHRD	2	0	2	1
CHRDL1	3	1	2	0.6666666666666666
CHRDL2	2	1	1	0.5
CHRFAM7A	2	0	2	1
CHRM1	2	1	1	0.5
CHRM3	2	2	0	1
CHRM4	1	0	1	1
CHRM5	1	0	1	1
CHRNA1	1	0	1	1
CHRNA10	2	0	2	1
CHRNA2	1	1	0	1
CHRNA3	3	1	2	0.6666666666666666
CHRNA4	1	0	1	1
CHRNA5	3	1	2	0.6666666666666666
CHRNA7	2	0	2	1
CHRNA9	2	1	1	0.5
CHRNB1	3	1	2	0.6666666666666666
CHRNB2	3	0	3	1
CHRNB4	1	1	0	1
CHRND	1	0	1	1
CHRNE	2	0	2	1
CHRNG	1	0	1	1
CHROMR	1	1	0	1
CHST1	1	0	1	1
CHST10	3	1	2	0.6666666666666666
CHST11	3	2	1	0.6666666666666666
CHST12	3	3	0	1
CHST13	2	0	2	1
CHST14	3	2	1	0.6666666666666666
CHST15	3	2	1	0.6666666666666666
CHST2	3	2	1	0.6666666666666666
CHST3	3	2	1	0.6666666666666666
CHST4	3	1	2	0.6666666666666666
CHST5	2	1	1	0.5
CHST6	3	0	3	1
CHST7	3	2	1	0.6666666666666666
CHST8	1	0	1	1
CHST9	3	2	1	0.6666666666666666
CHSY1	3	1	2	0.6666666666666666
CHSY3	3	1	2	0.6666666666666666
CHTF18	3	2	1	0.6666666666666666
CHTF8	2	1	1	0.5
CHTOP	3	1	2	0.6666666666666666
CHUK	3	1	2	0.6666666666666666
CHURC1	3	2	1	0.6666666666666666
CHURC1-FNTB	1	1	0	1
CIAO1	3	3	0	1
CIAO2A	1	0	1	1
CIAO2B	1	1	0	1
CIAO3	1	1	0	1
CIAPIN1	3	1	2	0.6666666666666666
CIART	2	0	2	1
CIB1	3	0	3	1
CIB2	3	1	2	0.6666666666666666
CIB3	1	1	0	1
CIB4	1	1	0	1
CIC	3	2	1	0.6666666666666666
CIDEA	2	0	2	1
CIDEB	3	1	2	0.6666666666666666
CIDEC	1	1	0	1
CIDECP1	1	1	0	1
CIITA	3	3	0	1
CILK1	1	0	1	1
CILP	2	1	1	0.5
CILP2	3	1	2	0.6666666666666666
CINP	3	2	1	0.6666666666666666
CIP2A	1	0	1	1
CIPC	2	2	0	1
CIR1	3	3	0	1
CIRBP	3	2	1	0.6666666666666666
CIRBP-AS1	1	1	0	1
CIRH1A	1	1	0	1
CISD1	3	1	2	0.6666666666666666
CISD2	3	0	3	1
CISD3	3	3	0	1
CISH	3	2	1	0.6666666666666666
CIT	3	2	1	0.6666666666666666
CITED1	1	0	1	1
CITED2	3	2	1	0.6666666666666666
CITED4	3	1	2	0.6666666666666666
CIZ1	3	2	1	0.6666666666666666
CKAP2	3	2	1	0.6666666666666666
CKAP2L	3	2	1	0.6666666666666666
CKAP4	3	2	1	0.6666666666666666
CKAP5	3	1	2	0.6666666666666666
CKB	3	2	1	0.6666666666666666
CKLF	3	1	2	0.6666666666666666
CKLF-CMTM1	1	0	1	1
CKM	1	0	1	1
CKMT1A	2	1	1	0.5
CKMT1B	3	1	2	0.6666666666666666
CKMT2	3	1	2	0.6666666666666666
CKMT2-AS1	1	1	0	1
CKS1B	3	1	2	0.6666666666666666
CKS2	3	2	1	0.6666666666666666
CLASP1	3	1	2	0.6666666666666666
CLASP2	3	0	3	1
CLASRP	3	2	1	0.6666666666666666
CLBA1	1	1	0	1
CLCA1	1	0	1	1
CLCA2	2	2	0	1
CLCA3P	1	0	1	1
CLCA4	1	1	0	1
CLCA4-AS1	1	1	0	1
CLCC1	3	2	1	0.6666666666666666
CLCF1	3	0	3	1
CLCN1	1	1	0	1
CLCN2	3	1	2	0.6666666666666666
CLCN3	3	2	1	0.6666666666666666
CLCN4	3	0	3	1
CLCN5	3	0	3	1
CLCN6	3	1	2	0.6666666666666666
CLCN7	3	2	1	0.6666666666666666
CLCNKA	1	0	1	1
CLCNKB	1	0	1	1
CLDN1	3	0	3	1
CLDN10	2	1	1	0.5
CLDN11	3	0	3	1
CLDN12	3	0	3	1
CLDN14	2	1	1	0.5
CLDN15	3	2	1	0.6666666666666666
CLDN16	3	0	3	1
CLDN17	1	1	0	1
CLDN18	1	1	0	1
CLDN19	1	0	1	1
CLDN2	2	1	1	0.5
CLDN20	1	0	1	1
CLDN22	1	1	0	1
CLDN23	3	1	2	0.6666666666666666
CLDN24	2	1	1	0.5
CLDN3	3	2	1	0.6666666666666666
CLDN34	1	0	1	1
CLDN4	3	1	2	0.6666666666666666
CLDN5	2	1	1	0.5
CLDN6	3	0	3	1
CLDN7	3	2	1	0.6666666666666666
CLDN8	1	1	0	1
CLDN9	3	2	1	0.6666666666666666
CLDND1	3	1	2	0.6666666666666666
CLDND2	2	0	2	1
CLEC10A	1	0	1	1
CLEC11A	2	0	2	1
CLEC12A	1	1	0	1
CLEC12B	1	1	0	1
CLEC16A	3	2	1	0.6666666666666666
CLEC17A	1	1	0	1
CLEC18A	2	1	1	0.5
CLEC18B	2	0	2	1
CLEC18C	1	0	1	1
CLEC19A	1	1	0	1
CLEC1A	1	1	0	1
CLEC1B	1	0	1	1
CLEC2B	1	1	0	1
CLEC2D	3	1	2	0.6666666666666666
CLEC3B	2	0	2	1
CLEC4A	1	0	1	1
CLEC4C	1	0	1	1
