gene_symbol	k	datasets	reml_warning	beta_meta	se_meta	z_meta	p_meta	ci_lb	ci_ub	tau2	Q	Q_pval	I2	beta_fixed	se_fixed	z_fixed	p_fixed	beta_meta_DL	se_meta_DL	p_meta_DL	tau2_DL	FDR_meta	direction
ATOH8	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	1.0866942810520488	0.06049778233783409	17.9625473704753	3.828284483132762e-72	0.9681208065253506	1.205267755578747	0	0.33421882552437676	0.8461070313651566	0	1.0866942810520488	0.06049778233783409	17.9625473704753	3.828284483132762e-72	NA	NA	NA	NA	6.152053164394347e-69	UP
MKRN2OS	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	1.2335140815778067	0.06935445232581001	17.785650959841245	9.129688282870433e-71	1.097581852851719	1.3694463103038943	0	1.1239931444914868	0.5700697414336473	0	1.2335140815778067	0.06935445232581001	17.785650959841245	9.129688282870433e-71	NA	NA	NA	NA	1.3448791648025052e-67	UP
HN1L	2	A2780,PEO1	FALSE	0.9932209995868232	0.05711962702483604	17.388436362775323	1.009509397669292e-67	0.8812685878077837	1.1051734113658624	0.00387419131484906	2.060676436661246	0.15114306289204252	51.47224560784406	1.016955685861506	0.02818592970697727	36.08026048577579	4.6267245118227076e-285	NA	NA	NA	NA	1.3726998171230829e-64	UP
GDF7	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	2.927465059503413	0.1761569282660547	16.618506511886842	5.119206550112525e-62	2.58220382447474	3.2727262945320863	0	0.6077120683160596	0.43565055960252985	0	2.927465059503413	0.1761569282660547	16.618506511886842	5.119206550112525e-62	NA	NA	NA	NA	6.463729584738508e-59	UP
GATB	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6529729742114049	0.03939074448890743	16.576812210169937	1.0252498365179575e-61	0.5757685336889267	0.7301774147338831	0	0.5101129063860664	0.7748727526852287	0	0.6529729742114049	0.03939074448890743	16.576812210169937	1.0252498365179575e-61	NA	NA	NA	NA	1.2082227573418624e-58	UP
ADAMTS5	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.373406097806289	0.0233054069124595	-16.022294706498307	8.929325656599942e-58	-0.4190838559997604	-0.32772833961281755	0	1.0775591448331916	0.5834598885772649	0	-0.373406097806289	0.0233054069124595	-16.022294706498307	8.929325656599942e-58	NA	NA	NA	NA	9.865230601982323e-55	DOWN
RTL6	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	2.870698718075664	0.192197818088127	14.936167052424002	1.9168845518210517e-50	2.493997916715754	3.2473995194355743	0.03401587749170361	1.833829617919405	0.1756758790389571	45.469306950415415	2.8527120163355733	0.13980009968352616	20.40565080277788	1.4896566506175574e-92	NA	NA	NA	NA	1.9932216601494548e-47	UP
C14orf166	2	A2780,PEO1	FALSE	0.7083044895551631	0.04761407673201456	14.875947160368147	4.722539962746437e-50	0.614982614003288	0.8016263651070382	0	0.01294044829137873	0.9094311466917332	0	0.7083044895551631	0.04761407673201456	14.875947160368147	4.722539962746437e-50	NA	NA	NA	NA	4.637796606748264e-47	UP
TWNK	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5570536026373365	0.03824349789160456	14.565968945001346	4.6238170858735246e-48	0.48209772412695806	0.6320094811477149	0	0.5190275047444913	0.7714265989752831	0	0.5570536026373365	0.03824349789160456	14.565968945001346	4.6238170858735246e-48	NA	NA	NA	NA	4.301853401420331e-45	UP
PCDHA13	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.7839699197922151	0.05384027573490768	-14.561030921391126	4.9702563763734114e-48	-0.8894949211503399	-0.6784449184340903	0.00407374464898057	8.043028708721009	0.04513075214212354	37.762783202225705	-0.8199734698792394	0.02176027303242507	-37.68213149979291	0	NA	NA	NA	NA	4.392961098257641e-45	DOWN
GSTT1	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.501364177308215	0.03510622453879747	14.281347080035191	2.8601873377160733e-46	0.4325572415789957	0.5701711130374343	0	0.8769392764809628	0.6450227843475087	0	0.501364177308215	0.03510622453879747	14.281347080035191	2.8601873377160733e-46	NA	NA	NA	NA	2.4075967413717632e-43	UP
KRT78	2	A2780,PEO1	FALSE	0.5773435050602083	0.04054946197656321	14.2380065460277	5.3223733762760486e-46	0.497868019993668	0.6568189901267485	0	0.15201212006898496	0.6966198727022735	0	0.5773435050602083	0.04054946197656321	14.2380065460277	5.3223733762760486e-46	NA	NA	NA	NA	4.276527007837803e-43	UP
FAM86B1	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.8052395818526641	0.05859207836023614	13.743147612922783	5.598775595519776e-43	0.6904012184872526	0.9200779452180756	3.2568990245266914e-7	4.832346271306558	0.18449333954536193	4.84094325740137e-4	0.8052407204414175	0.0585897244571309	13.743719191418938	5.554738343628278e-43	NA	NA	NA	NA	4.303024182695787e-40	UP
LOC730101	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.4163296435205266	0.10369877321724336	13.658113780703964	1.806013836533374e-42	1.2130837827737428	1.6195755042673103	0	0.4980285467915072	0.480367644757575	0	1.4163296435205266	0.10369877321724336	13.658113780703964	1.806013836533374e-42	NA	NA	NA	NA	1.3302044411833523e-39	UP
C6orf106	2	A2780,PEO1	FALSE	0.4667226623637467	0.03418435791671936	13.653106005407096	1.9345393378968335e-42	0.3997225520123501	0.5337227727151433	0	0.00765793330030801	0.9302664404406557	0	0.4667226623637467	0.03418435791671936	13.653106005407096	1.9345393378968335e-42	NA	NA	NA	NA	1.3678740750400932e-39	UP
ACY3	2	A2780,PEO1	FALSE	0.7172848358019037	0.0528302910277013	13.577150945956346	5.471360105014213e-42	0.6137393680948396	0.8208303035089678	0	0.9605394224755694	0.3270510081022504	0	0.7172848358019037	0.0528302910277013	13.577150945956346	5.471360105014213e-42	NA	NA	NA	NA	3.7198935606283165e-39	UP
ARMCX5-GPRASP2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.3762583611707747	0.02774636048971817	-13.560638387517628	6.853698734762078e-42	-0.43064022843268746	-0.32187649390886197	0	1.47054247206973	0.4793754174522763	0	-0.3762583611707747	0.02774636048971817	-13.560638387517628	6.853698734762078e-42	NA	NA	NA	NA	4.4871419457181205e-39	DOWN
MARS1	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.7453161141134516	0.05543571148355041	-13.444692855337689	3.3077636517220043e-41	-0.8539681120785638	-0.6366641161483393	0	0.995134428030222	0.31849070500755605	0	-0.7453161141134516	0.05543571148355041	-13.444692855337689	3.3077636517220043e-41	NA	NA	NA	NA	2.0882620739817813e-38	DOWN
PP2D1	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.628580756904047	0.04694512794934617	-13.389690993755224	6.946916521483665e-41	-0.7205915169343902	-0.5365699968737039	9.56687562888902e-7	2.818631944316759	0.4204419445330722	5.195716728993145e-4	-0.628583116374385	0.04693530329214967	-13.39254404007486	6.685103374231743e-41	NA	NA	NA	NA	4.2345049431126476e-38	DOWN
PEX6	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6449239887299607	0.04834648758230148	13.339624468728774	1.3614361648405928e-40	0.5501666142896369	0.7396813631702845	0	2.0603713645911275	0.55997141317923	0	0.6449239887299607	0.04834648758230148	13.339624468728774	1.3614361648405928e-40	NA	NA	NA	NA	8.022035695295719e-38	UP
NEAT1	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.7837131828091088	0.05891751353123969	13.301871308495771	2.257467386495074e-40	0.6682369782292278	0.8991893873889899	0	0.06480945202863578	0.7990498206366924	0	0.7837131828091088	0.05891751353123969	13.301871308495771	2.257467386495074e-40	NA	NA	NA	NA	1.2872661610023686e-37	UP
ZBTB16	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.8165021348251	0.1395434527465171	13.017465879426137	9.734825037981035e-39	1.5430019931635597	2.0900022764866404	0	0.6989381980038099	0.4031407052507591	0	1.8165021348251	0.1395434527465171	13.017465879426137	9.734825037981035e-39	NA	NA	NA	NA	5.377578193637212e-36	UP
LSM14A	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.41384689264625296	0.03191656509124441	-12.966523542340166	1.8942880459972065e-38	-0.4764022107353203	-0.35129157455718557	2.125333281188549e-4	2.768217265611111	0.42875868009733703	4.731735867372627	-0.41244010965696887	0.03080102170942925	-13.390468457437784	6.874577328176693e-41	NA	NA	NA	NA	1.0147069633058369e-35	DOWN
LMO1	2	A2780,PEO1	FALSE	-0.5176654190011866	0.03997572554436456	-12.949494022983725	2.3650773538973047e-38	-0.5960164013239989	-0.4393144366783742	0	0.01432278564696994	0.904738354429304	0	-0.5176654190011866	0.03997572554436456	-12.949494022983725	2.3650773538973047e-38	NA	NA	NA	NA	1.2296315407306662e-35	DOWN
LCORL	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.5553892590347314	0.04353650400756531	-12.756863962669618	2.854638810537238e-37	-0.6407192389023431	-0.4700592791671197	0	1.9898791345375064	0.574509983294025	0	-0.5553892590347314	0.04353650400756531	-12.756863962669618	2.854638810537238e-37	NA	NA	NA	NA	1.4417557215390499e-34	DOWN
SLC9A3	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6441779586366315	0.05100033295657698	12.630857904106264	1.427137479062128e-36	0.5442191428421894	0.7441367744310736	0	0.7078804827096801	0.8713488332940857	0	0.6441779586366315	0.05100033295657698	12.630857904106264	1.427137479062128e-36	NA	NA	NA	NA	7.007641449272566e-34	UP
GRN	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5041100794780164	0.04039666062259459	12.479003752009604	9.7195133848167e-36	0.42493407956204365	0.5832860793939892	4.019870179765778e-6	5.9841282587536595	0.11238497833455448	0.02608329590107356	0.5040991610816379	0.04036268265898786	12.489238273397726	8.546800009907725e-36	NA	NA	NA	NA	4.643563191983914e-33	UP
CAMK2B	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.8594118371400689	0.06919698464844924	12.419787386780715	2.0410318742557567e-35	0.7237882393903373	0.9950354348898004	0	1.0897111484558946	0.5799255334847677	0	0.8594118371400689	0.06919698464844924	12.419787386780715	2.0410318742557567e-35	NA	NA	NA	NA	9.49455801084711e-33	UP
MAPK7	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.6203665207888612	0.05033139831336701	12.325636512747238	6.592089831520108e-35	0.5217187928031218	0.7190142487746006	2.518543590292542e-7	4.655143380994501	0.1988623303370909	8.591636737634727e-4	0.6203653954550478	0.05032954493916297	12.326068042238989	6.556893161861431e-35	NA	NA	NA	NA	2.9879069731225893e-32	UP
SERPING1	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	TRUE	-0.9270030159376966	0.07556578059054389	-12.267497386954796	1.3537310213338247e-34	-1.0751092243588185	-0.7788968075165748	0	9.076433086746215	0.02829173972281571	0	-0.9270030159376966	0.07556578059054389	-12.267497386954796	1.3537310213338247e-34	NA	NA	NA	NA	5.982475816029505e-32	DOWN
PDCD1LG2	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5910578068118393	0.04840132876713122	12.21160290155546	2.6952623514142358e-34	0.49619294562437966	0.6859226679992989	4.641537168942475e-7	4.046355683811814	0.25650186449665635	4.910561648976092e-4	0.5910573315170661	0.04839689020234199	12.212713028583476	2.65873056353478e-34	NA	NA	NA	NA	1.162052502096328e-31	UP
BHLHB9	2	A2780,PEO1	FALSE	0.6041290056605874	0.04953196225803907	12.196750908299354	3.2347545173173575e-34	0.5070481435512335	0.7012098677699412	0	0.7585430391667759	0.3837848597261842	0	0.6041290056605874	0.04953196225803907	12.196750908299354	3.2347545173173575e-34	NA	NA	NA	NA	1.3614465619671174e-31	UP
PLEKHM1	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5671334997366505	0.04700357658509888	12.065752032930272	1.6019230407318764e-33	0.47500818248528653	0.6592588169880145	0	0.879726683844726	0.83031726433693	0	0.5671334997366505	0.04700357658509888	12.065752032930272	1.6019230407318764e-33	NA	NA	NA	NA	6.585393858376134e-31	UP
LOC728554	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5984654458879897	0.05100781425065872	11.73281887647756	8.652820917858155e-32	0.49849196702658966	0.6984389247493896	0	0.5937334893411941	0.4409790222082391	0	0.5984654458879897	0.05100781425065872	11.73281887647756	8.652820917858155e-32	NA	NA	NA	NA	3.4762708037495134e-29	UP
PNCK	2	A2780,PEO1	FALSE	-0.8336303016456489	0.07107693670052398	-11.728562601931934	9.099069602610284e-32	-0.9729385377101092	-0.6943220655811887	0	0.2880084273229633	0.5914996124793174	0	-0.8336303016456489	0.07107693670052398	-11.728562601931934	9.099069602610284e-32	NA	NA	NA	NA	3.574316741452044e-29	DOWN
GTF2E2	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.6781251350372924	0.05871894584156639	-11.548659897045637	7.498043898538409e-31	-0.7932121540969206	-0.5630381159776643	0.00480811838040551	5.7038071600106734	0.12694431737446624	33.63071408276106	-0.7109360196668175	0.03704413824300696	-19.191592877748345	4.3509686735003896e-82	NA	NA	NA	NA	2.881367869444858e-28	DOWN
DHFR2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.7223116756840523	0.0627064649723062	11.518934706382437	1.0591230600504237e-30	0.5994092627405098	0.8452140886275948	0	1.422337275906196	0.49106997898449595	0	0.7223116756840523	0.0627064649723062	11.518934706382437	1.0591230600504237e-30	NA	NA	NA	NA	3.983429432449221e-28	UP
ZFP92	2	A2780,PEO1	FALSE	0.8200820778072562	0.07151279641748848	11.467627038658284	1.9184809216882345e-30	0.6799195723952338	0.9602445832192784	0	0.389848703892795	0.5323789401058269	0	0.8200820778072562	0.07151279641748848	11.467627038658284	1.9184809216882345e-30	NA	NA	NA	NA	7.065205677642275e-28	UP
TCAF2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.5518296317492073	0.04853622836346708	11.369437847885315	5.9368707696617185e-30	0.4567003722114003	0.6469588912870142	0	0.05740455311666385	0.9717057209767842	0	0.5518296317492073	0.04853622836346708	11.369437847885315	5.9368707696617185e-30	NA	NA	NA	NA	2.1417564203124537e-27	UP
AMZ2	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.32078288367753294	0.02828490813965751	11.341132242454478	8.207561696898065e-30	0.2653454824177804	0.3762202849372855	0	1.0841997765499902	0.780889624508666	0	0.32078288367753294	0.02828490813965751	11.341132242454478	8.207561696898065e-30	NA	NA	NA	NA	2.9017013623213422e-27	UP
PRSS53	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.5405815576142483	0.04769683338092084	-11.33369910109139	8.934983520971543e-30	-0.634065633217461	-0.44709748201103566	3.782733769712652e-7	4.1423033425877325	0.24650227195131008	0.002448761901524	-0.5405831718277013	0.0476946198104382	-11.334258957849832	8.878034957506403e-30	NA	NA	NA	NA	3.0969353666708625e-27	DOWN
FRMD4A	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.39021178779283505	0.03507085733092605	-11.126382914190694	9.334694372203307e-29	-0.45894940506839266	-0.32147417051727745	0	2.262009299146196	0.5198379589477405	0	-0.39021178779283505	0.03507085733092605	-11.126382914190694	9.334694372203307e-29	NA	NA	NA	NA	3.17325754648919e-26	DOWN
SIX2	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.510120993808142	0.04615474848511018	-11.05240545233846	2.1341850879029008e-28	-0.6005826385544626	-0.41965934906182145	0	1.0540799821305455	0.788169289516286	0	-0.510120993808142	0.04615474848511018	-11.05240545233846	2.1341850879029008e-28	NA	NA	NA	NA	7.118111282803695e-26	DOWN
METTL26	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.607571137460075	0.05526434395999594	10.993908439406717	4.0883007977446375e-28	0.4992550136692493	0.7158872612509006	8.445691707894865e-7	1.672773955353767	0.4332731243435063	0.0023028566194652	0.6075731523877965	0.05525797494026387	10.995212058433337	4.0296520355710897e-28	NA	NA	NA	NA	1.3383128370691103e-25	UP
UBQLNL	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.34801999940189454	0.03177794387831142	10.951621059392064	6.5268944446180645e-28	0.28573637389766904	0.4103036249061201	0	1.333809432382341	0.5132949148774318	0	0.34801999940189454	0.03177794387831142	10.951621059392064	6.5268944446180645e-28	NA	NA	NA	NA	2.097743874500246e-25	UP
NIBAN1	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	-1.376083559044485	0.12729281231988426	-10.810379109123735	3.073970493525308e-27	-1.625572886682275	-1.1265942314066957	0.025745226688584	4.863279621278731	0.02743413848266488	79.43774411768113	-1.371858337124541	0.0576734397292617	-23.7866571434702	4.590237614699518e-125	NA	NA	NA	NA	9.703317216794084e-25	DOWN
PTS	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.37235761958191566	0.03453842664725787	-10.780966469168288	4.2341343492410054e-27	-0.4400516918932196	-0.30466354727061173	0	0.18742456887738632	0.9795934084327532	0	-0.37235761958191566	0.03453842664725787	-10.780966469168288	4.2341343492410054e-27	NA	NA	NA	NA	1.3131016296760218e-24	DOWN
RTL10	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	1.226875676540689	0.1153272019633339	10.6382159252485	1.9788191575364855e-26	1.0008385142547775	1.4529128388266004	0.01249750352583138	1.8858583825997617	0.16966979554050315	46.97374897146603	1.2282141627788423	0.08396183279465849	14.628243832916654	1.8551402318269203e-48	NA	NA	NA	NA	6.030963146167665e-24	UP
PPP1CB	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.4186513236239583	0.03938648869703973	-10.629313185143712	2.177098322826127e-26	-0.4958474229476501	-0.3414552243002665	0	1.0762212381460516	0.7828172487578353	0	-0.4186513236239583	0.03938648869703973	-10.629313185143712	2.177098322826127e-26	NA	NA	NA	NA	6.5228079750165176e-24	DOWN
LVRN	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.6497722542251037	0.06226453426776725	-10.435671957823894	1.7040381132531657e-25	-0.7718084989040874	-0.5277360095461199	0	0.6123566595386422	0.7362553115085274	0	-0.6497722542251037	0.06226453426776725	-10.435671957823894	1.7040381132531657e-25	NA	NA	NA	NA	4.9999236504414783e-23	DOWN
ARHGAP9	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.4937105859619312	0.04731525845144252	-10.434489890160988	1.7253795478697183e-25	-0.586446788445963	-0.4009743834778995	0	0.6752589239631159	0.7134596028333643	0	-0.4937105859619312	0.04731525845144252	-10.434489890160988	1.7253795478697183e-25	NA	NA	NA	NA	4.9999236504414783e-23	DOWN
RABL2A	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	TRUE	0.4500316765244359	0.04338243795615676	10.37359119787707	3.2699981924949685e-25	0.3650036605688252	0.5350596924800466	0	8.162465132835667	0.04277070065432881	0	0.4500316765244359	0.04338243795615676	10.37359119787707	3.2699981924949685e-25	NA	NA	NA	NA	9.323186782053799e-23	UP
EPRS1	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.5807871650190384	0.05614451476108128	-10.344504133494324	4.432047032419365e-25	-0.6908283918802351	-0.47074593815784166	0	0.21191594033079725	0.645269836429209	0	-0.5807871650190384	0.05614451476108128	-10.344504133494324	4.432047032419365e-25	NA	NA	NA	NA	1.2435761173345573e-22	DOWN
TRAPPC13	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.5035447575569152	0.0487028418372606	-10.33912475250414	4.687994967151819e-25	-0.5990005735026965	-0.40808894161113385	0	1.6804079568654549	0.6412983036861446	0	-0.5035447575569152	0.0487028418372606	-10.33912475250414	4.687994967151819e-25	NA	NA	NA	NA	1.2948388599116047e-22	DOWN
MAP3K20	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.6116444169253827	0.05982052883543897	-10.224657468474792	1.537706076607653e-24	-0.7288904989789828	-0.4943983348717826	0	0.27624766022872094	0.5991712470893663	0	-0.6116444169253827	0.05982052883543897	-10.224657468474792	1.537706076607653e-24	NA	NA	NA	NA	4.1818508178759197e-22	DOWN
OBI1	2	UWB_BRCAdef,UWB_BRCAprof	FALSE	-1.2810549826527091	0.12607694206447603	-10.160898271133313	2.9633353094946387e-24	-1.528161248380025	-1.0339487169253931	0	0.00852572884777974	0.926431981732192	0	-1.2810549826527091	0.12607694206447603	-10.160898271133313	2.9633353094946387e-24	NA	NA	NA	NA	7.93679973726314e-22	DOWN
SLC35E2	2	A2780,PEO1	FALSE	0.4092655980234999	0.04050469698639462	10.104151579284018	5.295190860128978e-24	0.3298778507254584	0.48865334532154137	0	0.3746038580084749	0.5405054037208727	0	0.4092655980234999	0.04050469698639462	10.104151579284018	5.295190860128978e-24	NA	NA	NA	NA	1.3970610273805963e-21	UP
PQLC1	2	A2780,PEO1	FALSE	-0.9683707268581389	0.0977513273559624	-9.9064713805042	3.901837689871981e-23	-1.15995980791681	-0.7767816457994675	0	0.04522013506070343	0.8315997624479171	0	-0.9683707268581389	0.0977513273559624	-9.9064713805042	3.901837689871981e-23	NA	NA	NA	NA	1.0143056594686324e-20	DOWN
GBP4	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.29543614740912627	0.02998657044177607	-9.85228197345091	6.700507617298695e-23	-0.3542087454948807	-0.23666354932337183	0	0.3012339704727448	0.9597962369356638	0	-0.29543614740912627	0.02998657044177607	-9.85228197345091	6.700507617298695e-23	NA	NA	NA	NA	1.7165923645070874e-20	DOWN
ADGRB3	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.13112121216978198	0.01334814571802716	-9.823178060807196	8.947730491388655e-23	-0.15728309703750776	-0.1049593273020562	0	0.02747219797297413	0.9863578107449992	0	-0.13112121216978198	0.01334814571802716	-9.823178060807196	8.947730491388655e-23	NA	NA	NA	NA	2.2595575985182462e-20	DOWN
GLIPR1L2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.2443836497653944	0.0251045987041877	9.734616858250304	2.146249624559103e-22	0.1951795404588556	0.29358775907193324	0	0.7706746346515372	0.6802211471231632	0	0.2443836497653944	0.0251045987041877	9.734616858250304	2.146249624559103e-22	NA	NA	NA	NA	5.343556987793135e-20	UP
PLCB2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	0.24216878785464888	0.02498336256590756	9.693202314772222	3.2226261556566046e-22	0.19320229701276387	0.2911352786965339	0	0.7044609445835911	0.703118054071653	0	0.24216878785464888	0.02498336256590756	9.693202314772222	3.2226261556566046e-22	NA	NA	NA	NA	7.91199479910303e-20	UP
SGK2	3	A2780,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.6302343105870691	0.06531959277882624	-9.648472744174295	4.989322960645751e-22	-0.7582583599183912	-0.5022102612557471	0	0.89801142441296955	0.6382624527964339	0	-0.6302343105870691	0.06531959277882624	-9.648472744174295	4.989322960645751e-22	NA	NA	NA	NA	1.2081679722648619e-19	DOWN
GPBP1L1	4	A2780,PEO1,UWB_BRCAdef,UWB_BRCAprof	FALSE	-0.3973408899195204	0.04143549531608681	-9.589384340369108	8.861217502721186e-22	-0.4785529684206286	-0.31612881141841215	0.00124789072288834	3.1518477986443143	0.36880056336178535	17.568674384804574	-0.4026684349914226	0.03656770107989974	-11.01158735988351	3.360304056890834e-28	NA	NA	NA	NA	2.1167532675081413e-19	DOWN
